x coord, t coord, heat
0.06, 55, 0.0771962
0.07, 55, 0.089824
0.08, 55, 0.102343
0.09, 55, 0.114738
0.1, 55, 0.126996
0.11, 55, 0.139102
0.12, 55, 0.151042
0.13, 55, 0.162803
0.14, 55, 0.174373
0.15, 55, 0.185739
0.16, 55, 0.196889
0.17, 55, 0.207812
0.18, 55, 0.218497
0.19, 55, 0.228933
0.2, 55, 0.239112
0.21, 55, 0.249024
0.22, 55, 0.258659
0.23, 55, 0.268011
0.24, 55, 0.27707
0.25, 55, 0.285831
0.26, 55, 0.294287
0.27, 55, 0.302431
0.28, 55, 0.310259
0.29, 55, 0.317764
0.3, 55, 0.324942
0.31, 55, 0.33179
0.32, 55, 0.338303
0.33, 55, 0.344479
0.34, 55, 0.350313
0.35, 55, 0.355803
0.36, 55, 0.360948
0.37, 55, 0.365744
0.38, 55, 0.370191
0.39, 55, 0.374286
0.4, 55, 0.378029
0.41, 55, 0.381418
0.42, 55, 0.384452
0.43, 55, 0.387131
0.44, 55, 0.389454
0.45, 55, 0.39142
0.46, 55, 0.393029
0.47, 55, 0.394281
0.48, 55, 0.395175
0.49, 55, 0.395712
0.5, 55, 0.395891
0.51, 55, 0.395712
0.52, 55, 0.395175
0.53, 55, 0.394281
0.54, 55, 0.393029
0.55, 55, 0.39142
0.56, 55, 0.389454
0.57, 55, 0.387131
0.58, 55, 0.384452
0.59, 55, 0.381418
0.6, 55, 0.378029
0.61, 55, 0.374286
0.62, 55, 0.370191
0.63, 55, 0.365744
0.64, 55, 0.360948
0.65, 55, 0.355803
0.66, 55, 0.350313
0.67, 55, 0.344479
0.68, 55, 0.338303
0.69, 55, 0.33179
0.7, 55, 0.324942
0.71, 55, 0.317764
0.72, 55, 0.310259
0.73, 55, 0.302431
0.74, 55, 0.294287
0.75, 55, 0.285831
0.76, 55, 0.27707
0.77, 55, 0.268011
0.78, 55, 0.258659
0.79, 55, 0.249024
0.8, 55, 0.239112
0.81, 55, 0.228933
0.82, 55, 0.218497
0.83, 55, 0.207812
0.84, 55, 0.196889
0.85, 55, 0.185739
0.86, 55, 0.174373
0.87, 55, 0.162803
0.88, 55, 0.151042
0.89, 55, 0.139102
0.9, 55, 0.126996
0.91, 55, 0.114738
0.92, 55, 0.102343
0.93, 55, 0.089824
0.94, 55, 0.0771962
0.95, 55, 0.0644746
0.96, 55, 0.0516745
0.97, 55, 0.0388113
0.98, 55, 0.0259007
0.99, 55, 0.0129583
1, 55, 0
0, 56, 0
0.01, 56, 0.0128016
0.02, 56, 0.0255877
0.03, 56, 0.0383429
0.04, 56, 0.0510519
0.05, 56, 0.0636994
0.06, 56, 0.0762704
0.07, 56, 0.0887501
0.08, 56, 0.101124
0.09, 56, 0.113377
0.1, 56, 0.125496
0.11, 56, 0.137466
0.12, 56, 0.149275
0.13, 56, 0.16091
0.14, 56, 0.172357
0.15, 56, 0.183606
0.16, 56, 0.194643
0.17, 56, 0.205458
0.18, 56, 0.21604
0.19, 56, 0.22638
0.2, 56, 0.236466
0.21, 56, 0.246291
0.22, 56, 0.255845
0.23, 56, 0.26512
0.24, 56, 0.274108
0.25, 56, 0.282803
0.26, 56, 0.291197
0.27, 56, 0.299285
0.28, 56, 0.307061
0.29, 56, 0.314519
0.3, 56, 0.321655
0.31, 56, 0.328464
0.32, 56, 0.334942
0.33, 56, 0.341086
0.34, 56, 0.346892
0.35, 56, 0.352358
0.36, 56, 0.357481
0.37, 56, 0.362258
0.38, 56, 0.366689
0.39, 56, 0.37077
0.4, 56, 0.3745
0.41, 56, 0.377879
0.42, 56, 0.380905
0.43, 56, 0.383576
0.44, 56, 0.385893
0.45, 56, 0.387855
0.46, 56, 0.38946
0.47, 56, 0.39071
0.48, 56, 0.391602
0.49, 56, 0.392138
0.5, 56, 0.392316
0.51, 56, 0.392138
0.52, 56, 0.391602
0.53, 56, 0.39071
0.54, 56, 0.38946
0.55, 56, 0.387855
0.56, 56, 0.385893
0.57, 56, 0.383576
0.58, 56, 0.380905
0.59, 56, 0.377879
0.6, 56, 0.3745
0.61, 56, 0.37077
0.62, 56, 0.366689
0.63, 56, 0.362258
0.64, 56, 0.357481
0.65, 56, 0.352358
0.66, 56, 0.346892
0.67, 56, 0.341086
0.68, 56, 0.334942
0.69, 56, 0.328464
0.7, 56, 0.321655
0.71, 56, 0.314519
0.72, 56, 0.307061
0.73, 56, 0.299285
0.74, 56, 0.291197
0.75, 56, 0.282803
0.76, 56, 0.274108
0.77, 56, 0.26512
0.78, 56, 0.255845
0.79, 56, 0.246291
0.8, 56, 0.236466
0.81, 56, 0.22638
0.82, 56, 0.21604
0.83, 56, 0.205458
0.84, 56, 0.194643
0.85, 56, 0.183606
0.86, 56, 0.172357
0.87, 56, 0.16091
0.88, 56, 0.149275
0.89, 56, 0.137466
0.9, 56, 0.125496
0.91, 56, 0.113377
0.92, 56, 0.101124
0.93, 56, 0.0887501
0.94, 56, 0.0762704
0.95, 56, 0.0636994
0.96, 56, 0.0510519
0.97, 56, 0.0383429
0.98, 56, 0.0255877
0.99, 56, 0.0128016
1, 56, 0
0, 57, 0
0.01, 57, 0.0126489
0.02, 57, 0.0252827
0.03, 57, 0.0378865
0.04, 57, 0.0504451
0.05, 57, 0.0629439
0.06, 57, 0.075368
0.07, 57, 0.087703
0.08, 57, 0.0999346
0.09, 57, 0.112049
0.1, 57, 0.124032
0.11, 57, 0.13587
0.12, 57, 0.14755
0.13, 57, 0.15906
0.14, 57, 0.170387
0.15, 57, 0.18152
0.16, 57, 0.192445
0.17, 57, 0.203154
0.18, 57, 0.213635
0.19, 57, 0.223877
0.2, 57, 0.233872
0.21, 57, 0.243609
0.22, 57, 0.253081
0.23, 57, 0.262279
0.24, 57, 0.271196
0.25, 57, 0.279823
0.26, 57, 0.288155
0.27, 57, 0.296185
0.28, 57, 0.303907
0.29, 57, 0.311316
0.3, 57, 0.318407
0.31, 57, 0.325175
0.32, 57, 0.331617
0.33, 57, 0.337727
0.34, 57, 0.343503
0.35, 57, 0.348943
0.36, 57, 0.354042
0.37, 57, 0.358798
0.38, 57, 0.36321
0.39, 57, 0.367275
0.4, 57, 0.370991
0.41, 57, 0.374358
0.42, 57, 0.377373
0.43, 57, 0.380036
0.44, 57, 0.382346
0.45, 57, 0.384301
0.46, 57, 0.385902
0.47, 57, 0.387148
0.48, 57, 0.388038
0.49, 57, 0.388572
0.5, 57, 0.38875
0.51, 57, 0.388572
0.52, 57, 0.388038
0.53, 57, 0.387148
0.54, 57, 0.385902
0.55, 57, 0.384301
0.56, 57, 0.382346
0.57, 57, 0.380036
0.58, 57, 0.377373
0.59, 57, 0.374358
0.6, 57, 0.370991
0.61, 57, 0.367275
0.62, 57, 0.36321
0.63, 57, 0.358798
0.64, 57, 0.354042
0.65, 57, 0.348943
0.66, 57, 0.343503
0.67, 57, 0.337727
0.68, 57, 0.331617
0.69, 57, 0.325175
0.7, 57, 0.318407
0.71, 57, 0.311316
0.72, 57, 0.303907
0.73, 57, 0.296185
0.74, 57, 0.288155
0.75, 57, 0.279823
0.76, 57, 0.271196
0.77, 57, 0.262279
0.78, 57, 0.253081
0.79, 57, 0.243609
0.8, 57, 0.233872
0.81, 57, 0.223877
0.82, 57, 0.213635
0.83, 57, 0.203154
0.84, 57, 0.192445
0.85, 57, 0.18152
0.86, 57, 0.170387
0.87, 57, 0.15906
0.88, 57, 0.14755
0.89, 57, 0.13587
0.9, 57, 0.124032
0.91, 57, 0.112049
0.92, 57, 0.0999346
0.93, 57, 0.087703
0.94, 57, 0.075368
0.95, 57, 0.0629439
0.96, 57, 0.0504451
0.97, 57, 0.0378865
0.98, 57, 0.0252827
0.99, 57, 0.0126489
1, 57, 0
0, 58, 0
0.01, 58, 0.0125
0.02, 58, 0.0249853
0.03, 58, 0.0374413
0.04, 58, 0.0498533
0.05, 58, 0.0622068
0.06, 58, 0.0744874
0.07, 58, 0.0866811
0.08, 58, 0.0987738
0.09, 58, 0.110752
0.1, 58, 0.122602
0.11, 58, 0.13431
0.12, 58, 0.145864
0.13, 58, 0.157252
0.14, 58, 0.16846
0.15, 58, 0.179478
0.16, 58, 0.190294
0.17, 58, 0.200897
0.18, 58, 0.211277
0.19, 58, 0.221423
0.2, 58, 0.231326
0.21, 58, 0.240976
0.22, 58, 0.250366
0.23, 58, 0.259487
0.24, 58, 0.26833
0.25, 58, 0.27689
0.26, 58, 0.285158
0.27, 58, 0.293129
0.28, 58, 0.300796
0.29, 58, 0.308155
0.3, 58, 0.315199
0.31, 58, 0.321925
0.32, 58, 0.328327
0.33, 58, 0.334402
0.34, 58, 0.340147
0.35, 58, 0.345557
0.36, 58, 0.35063
0.37, 58, 0.355363
0.38, 58, 0.359754
0.39, 58, 0.363801
0.4, 58, 0.367502
0.41, 58, 0.370855
0.42, 58, 0.373858
0.43, 58, 0.376511
0.44, 58, 0.378812
0.45, 58, 0.380761
0.46, 58, 0.382356
0.47, 58, 0.383598
0.48, 58, 0.384485
0.49, 58, 0.385017
0.5, 58, 0.385195
0.51, 58, 0.385017
0.52, 58, 0.384485
0.53, 58, 0.383598
0.54, 58, 0.382356
0.55, 58, 0.380761
0.56, 58, 0.378812
0.57, 58, 0.376511
0.58, 58, 0.373858
0.59, 58, 0.370855
0.6, 58, 0.367502
0.61, 58, 0.363801
0.62, 58, 0.359754
0.63, 58, 0.355363
0.64, 58, 0.35063
0.65, 58, 0.345557
0.66, 58, 0.340147
0.67, 58, 0.334402
0.68, 58, 0.328327
0.69, 58, 0.321925
0.7, 58, 0.315199
0.71, 58, 0.308155
0.72, 58, 0.300796
0.73, 58, 0.293129
0.74, 58, 0.285158
0.75, 58, 0.27689
0.76, 58, 0.26833
0.77, 58, 0.259487
0.78, 58, 0.250366
0.79, 58, 0.240976
0.8, 58, 0.231326
0.81, 58, 0.221423
0.82, 58, 0.211277
0.83, 58, 0.200897
0.84, 58, 0.190294
0.85, 58, 0.179478
0.86, 58, 0.16846
0.87, 58, 0.157252
0.88, 58, 0.145864
0.89, 58, 0.13431
0.9, 58, 0.122602
0.91, 58, 0.110752
0.92, 58, 0.0987738
0.93, 58, 0.0866811
0.94, 58, 0.0744874
0.95, 58, 0.0622068
0.96, 58, 0.0498533
0.97, 58, 0.0374413
0.98, 58, 0.0249853
0.99, 58, 0.0125
1, 58, 0
0, 59, 0
0.01, 59, 0.0123547
0.02, 59, 0.024695
0.03, 59, 0.0370067
0.04, 59, 0.0492754
0.05, 59, 0.061487
0.06, 59, 0.0736274
0.07, 59, 0.0856829
0.08, 59, 0.0976396
0.09, 59, 0.109484
0.1, 59, 0.121204
0.11, 59, 0.132785
0.12, 59, 0.144215
0.13, 59, 0.155482
0.14, 59, 0.166574
0.15, 59, 0.177479
0.16, 59, 0.188186
0.17, 59, 0.198684
0.18, 59, 0.208964
0.19, 59, 0.219014
0.2, 59, 0.228826
0.21, 59, 0.23839
0.22, 59, 0.247697
0.23, 59, 0.25674
0.24, 59, 0.26551
0.25, 59, 0.274001
0.26, 59, 0.282205
0.27, 59, 0.290116
0.28, 59, 0.297727
0.29, 59, 0.305033
0.3, 59, 0.31203
0.31, 59, 0.318711
0.32, 59, 0.325073
0.33, 59, 0.331111
0.34, 59, 0.336821
0.35, 59, 0.342201
0.36, 59, 0.347246
0.37, 59, 0.351955
0.38, 59, 0.356324
0.39, 59, 0.360351
0.4, 59, 0.364034
0.41, 59, 0.367371
0.42, 59, 0.370362
0.43, 59, 0.373003
0.44, 59, 0.375295
0.45, 59, 0.377235
0.46, 59, 0.378824
0.47, 59, 0.380061
0.48, 59, 0.380945
0.49, 59, 0.381475
0.5, 59, 0.381652
0.51, 59, 0.381475
0.52, 59, 0.380945
0.53, 59, 0.380061
0.54, 59, 0.378824
0.55, 59, 0.377235
0.56, 59, 0.375295
0.57, 59, 0.373003
0.58, 59, 0.370362
0.59, 59, 0.367371
0.6, 59, 0.364034
0.61, 59, 0.360351
0.62, 59, 0.356324
0.63, 59, 0.351955
0.64, 59, 0.347246
0.65, 59, 0.342201
0.66, 59, 0.336821
0.67, 59, 0.331111
0.68, 59, 0.325073
0.69, 59, 0.318711
0.7, 59, 0.31203
0.71, 59, 0.305033
0.72, 59, 0.297727
0.73, 59, 0.290116
0.74, 59, 0.282205
0.75, 59, 0.274001
0.76, 59, 0.26551
0.77, 59, 0.25674
0.78, 59, 0.247697
0.79, 59, 0.23839
0.8, 59, 0.228826
0.81, 59, 0.219014
0.82, 59, 0.208964
0.83, 59, 0.198684
0.84, 59, 0.188186
0.85, 59, 0.177479
0.86, 59, 0.166574
0.87, 59, 0.155482
0.88, 59, 0.144215
0.89, 59, 0.132785
0.9, 59, 0.121204
0.91, 59, 0.109484
0.92, 59, 0.0976396
0.93, 59, 0.0856829
0.94, 59, 0.0736274
0.95, 59, 0.061487
0.96, 59, 0.0492754
0.97, 59, 0.0370067
0.98, 59, 0.024695
0.99, 59, 0.0123547
1, 59, 0
