x coord, t coord, heat
0, 0, 0
0.01, 0, 0
0.02, 0, 0
0.03, 0, 0
0.04, 0, 0
0.05, 0, 0
0.06, 0, 0
0.07, 0, 0
0.08, 0, 0
0.09, 0, 0
0.1, 0, 0
0.11, 0, 0.2
0.12, 0, 0.4
0.13, 0, 0.6
0.14, 0, 0.8
0.15, 0, 1
0.16, 0, 1
0.17, 0, 1
0.18, 0, 1
0.19, 0, 1
0.2, 0, 1
0.21, 0, 1
0.22, 0, 1
0.23, 0, 1
0.24, 0, 1
0.25, 0, 1
0.26, 0, 1
0.27, 0, 1
0.28, 0, 1
0.29, 0, 1
0.3, 0, 1
0.31, 0, 1
0.32, 0, 1
0.33, 0, 1
0.34, 0, 1
0.35, 0, 1
0.36, 0, 0.8
0.37, 0, 0.6
0.38, 0, 0.4
0.39, 0, 0.2
0.4, 0, 0
0.41, 0, 0
0.42, 0, 0
0.43, 0, 0
0.44, 0, 0
0.45, 0, 0
0.46, 0, 0
0.47, 0, 0
0.48, 0, 0
0.49, 0, 0
0.5, 0, 0
0.51, 0, 0
0.52, 0, 0
0.53, 0, 0
0.54, 0, 0
0.55, 0, 0
0.56, 0, 0
0.57, 0, 0
0.58, 0, 0
0.59, 0, 0
0.6, 0, 0
0.61, 0, 0.2
0.62, 0, 0.4
0.63, 0, 0.6
0.64, 0, 0.8
0.65, 0, 1
0.66, 0, 1
0.67, 0, 1
0.68, 0, 1
0.69, 0, 1
0.7, 0, 1
0.71, 0, 1
0.72, 0, 1
0.73, 0, 1
0.74, 0, 1
0.75, 0, 1
0.76, 0, 1
0.77, 0, 1
0.78, 0, 1
0.79, 0, 1
0.8, 0, 1
0.81, 0, 1
0.82, 0, 1
0.83, 0, 1
0.84, 0, 1
0.85, 0, 1
0.86, 0, 0.8
0.87, 0, 0.6
0.88, 0, 0.4
0.89, 0, 0.2
0.9, 0, 0
0.91, 0, 0
0.92, 0, 0
0.93, 0, 0
0.94, 0, 0
0.95, 0, 0
0.96, 0, 0
0.97, 0, 0
0.98, 0, 0
0.99, 0, 0
1, 0, 0
0, 1, 0
0.01, 1, 0.00510046
0.02, 1, 0.0115557
0.03, 1, 0.0208202
0.04, 1, 0.0345079
0.05, 1, 0.054376
0.06, 1, 0.0822101
0.07, 1, 0.119607
0.08, 1, 0.167684
0.09, 1, 0.226766
0.1, 1, 0.296142
0.11, 1, 0.373963
0.12, 1, 0.457341
0.13, 1, 0.542659
0.14, 1, 0.626036
0.15, 1, 0.703855
0.16, 1, 0.773228
0.17, 1, 0.832299
0.18, 1, 0.880352
0.19, 1, 0.917694
0.2, 1, 0.945404
0.21, 1, 0.965009
0.22, 1, 0.978154
0.23, 1, 0.986345
0.24, 1, 0.990764
0.25, 1, 0.992152
0.26, 1, 0.990764
0.27, 1, 0.986345
0.28, 1, 0.978154
0.29, 1, 0.965009
0.3, 1, 0.945404
0.31, 1, 0.917694
0.32, 1, 0.880352
0.33, 1, 0.832299
0.34, 1, 0.773228
0.35, 1, 0.703855
0.36, 1, 0.626036
0.37, 1, 0.542659
0.38, 1, 0.457341
0.39, 1, 0.373964
0.4, 1, 0.296145
0.41, 1, 0.226772
0.42, 1, 0.167701
0.43, 1, 0.119648
0.44, 1, 0.0823064
0.45, 1, 0.0545957
0.46, 1, 0.0349914
0.47, 1, 0.0218464
0.48, 1, 0.0136545
0.49, 1, 0.00923607
0.5, 1, 0.00784758
0.51, 1, 0.00923607
0.52, 1, 0.0136545
0.53, 1, 0.0218464
0.54, 1, 0.0349914
0.55, 1, 0.0545957
0.56, 1, 0.0823064
0.57, 1, 0.119648
0.58, 1, 0.167701
0.59, 1, 0.226772
0.6, 1, 0.296145
0.61, 1, 0.373964
0.62, 1, 0.457341
0.63, 1, 0.542659
0.64, 1, 0.626036
0.65, 1, 0.703855
0.66, 1, 0.773228
0.67, 1, 0.832299
0.68, 1, 0.880352
0.69, 1, 0.917694
0.7, 1, 0.945404
0.71, 1, 0.965009
0.72, 1, 0.978154
0.73, 1, 0.986345
0.74, 1, 0.990764
0.75, 1, 0.992152
0.76, 1, 0.990764
0.77, 1, 0.986345
0.78, 1, 0.978154
0.79, 1, 0.965009
0.8, 1, 0.945404
0.81, 1, 0.917694
0.82, 1, 0.880352
0.83, 1, 0.832299
0.84, 1, 0.773228
0.85, 1, 0.703855
0.86, 1, 0.626036
0.87, 1, 0.542659
0.88, 1, 0.457341
0.89, 1, 0.373963
0.9, 1, 0.296142
0.91, 1, 0.226766
0.92, 1, 0.167684
0.93, 1, 0.119607
0.94, 1, 0.0822101
0.95, 1, 0.054376
0.96, 1, 0.0345079
0.97, 1, 0.0208202
0.98, 1, 0.0115557
0.99, 1, 0.00510046
1, 1, 0
0, 2, 0
0.01, 2, 0.0192447
0.02, 2, 0.0397171
0.03, 2, 0.0625867
0.04, 2, 0.0889052
0.05, 2, 0.119547
0.06, 2, 0.155149
0.07, 2, 0.196061
0.08, 2, 0.242304
0.09, 2, 0.293547
0.1, 2, 0.349116
0.11, 2, 0.408021
0.12, 2, 0.469022
0.13, 2, 0.530711
0.14, 2, 0.591616
0.15, 2, 0.650305
0.16, 2, 0.705481
0.17, 2, 0.756062
0.18, 2, 0.801229
0.19, 2, 0.840439
0.2, 2, 0.873411
0.21, 2, 0.900082
0.22, 2, 0.920541
0.23, 2, 0.93496
0.24, 2, 0.943521
0.25, 2, 0.946358
0.26, 2, 0.943521
0.27, 2, 0.93496
0.28, 2, 0.920541
0.29, 2, 0.900082
0.3, 2, 0.873412
0.31, 2, 0.84044
0.32, 2, 0.801232
0.33, 2, 0.756069
0.34, 2, 0.705494
0.35, 2, 0.650331
0.36, 2, 0.591666
0.37, 2, 0.530805
0.38, 2, 0.469195
0.39, 2, 0.408334
0.4, 2, 0.349669
0.41, 2, 0.294506
0.42, 2, 0.243931
0.43, 2, 0.198768
0.44, 2, 0.15956
0.45, 2, 0.126588
0.46, 2, 0.0999179
0.47, 2, 0.0794587
0.48, 2, 0.0650399
0.49, 2, 0.0564794
0.5, 2, 0.0536424
0.51, 2, 0.0564794
0.52, 2, 0.0650399
0.53, 2, 0.0794587
0.54, 2, 0.0999179
0.55, 2, 0.126588
0.56, 2, 0.15956
0.57, 2, 0.198768
0.58, 2, 0.243931
0.59, 2, 0.294506
0.6, 2, 0.349669
0.61, 2, 0.408334
0.62, 2, 0.469195
0.63, 2, 0.530805
0.64, 2, 0.591666
0.65, 2, 0.650331
0.66, 2, 0.705494
0.67, 2, 0.756069
0.68, 2, 0.801232
0.69, 2, 0.84044
0.7, 2, 0.873412
0.71, 2, 0.900082
0.72, 2, 0.920541
0.73, 2, 0.93496
0.74, 2, 0.943521
0.75, 2, 0.946358
0.76, 2, 0.943521
0.77, 2, 0.93496
0.78, 2, 0.920541
0.79, 2, 0.900082
0.8, 2, 0.873411
0.81, 2, 0.840439
0.82, 2, 0.801229
0.83, 2, 0.756062
0.84, 2, 0.705481
0.85, 2, 0.650305
0.86, 2, 0.591616
0.87, 2, 0.530711
0.88, 2, 0.469022
0.89, 2, 0.408021
0.9, 2, 0.349116
0.91, 2, 0.293547
0.92, 2, 0.242304
0.93, 2, 0.196061
0.94, 2, 0.155149
0.95, 2, 0.119547
0.96, 2, 0.0889052
0.97, 2, 0.0625867
0.98, 2, 0.0397171
0.99, 2, 0.0192447
1, 2, 0
0, 3, 0
0.01, 3, 0.0287424
0.02, 3, 0.0581846
0.03, 3, 0.0889835
0.04, 3, 0.121713
0.05, 3, 0.156828
0.06, 3, 0.194634
0.07, 3, 0.235265
0.08, 3, 0.278677
0.09, 3, 0.324637
0.1, 3, 0.372745
0.11, 3, 0.422442
0.12, 3, 0.473048
0.13, 3, 0.523792
0.14, 3, 0.573855
0.15, 3, 0.622405
0.16, 3, 0.66864
0.17, 3, 0.711814
0.18, 3, 0.751264
0.19, 3, 0.786424
0.2, 3, 0.816832
0.21, 3, 0.842128
0.22, 3, 0.862042
0.23, 3, 0.876386
0.24, 3, 0.885038
0.25, 3, 0.88793
0.26, 3, 0.885041
0.27, 3, 0.876393
0.28, 3, 0.862055
0.29, 3, 0.842151
0.3, 3, 0.816873
0.31, 3, 0.786493
0.32, 3, 0.75138
0.33, 3, 0.712007
0.34, 3, 0.668954
0.35, 3, 0.622909
0.36, 3, 0.574652
0.37, 3, 0.525037
0.38, 3, 0.474963
0.39, 3, 0.425348
0.4, 3, 0.377091
0.41, 3, 0.331046
0.42, 3, 0.287993
0.43, 3, 0.24862
0.44, 3, 0.213507
0.45, 3, 0.183127
0.46, 3, 0.157848
0.47, 3, 0.137945
0.48, 3, 0.123607
0.49, 3, 0.114958
0.5, 3, 0.112068
0.51, 3, 0.114958
0.52, 3, 0.123607
0.53, 3, 0.137945
0.54, 3, 0.157848
0.55, 3, 0.183127
0.56, 3, 0.213507
0.57, 3, 0.24862
0.58, 3, 0.287993
0.59, 3, 0.331046
0.6, 3, 0.377091
0.61, 3, 0.425348
0.62, 3, 0.474963
0.63, 3, 0.525037
0.64, 3, 0.574652
0.65, 3, 0.622909
0.66, 3, 0.668954
0.67, 3, 0.712007
0.68, 3, 0.75138
0.69, 3, 0.786493
0.7, 3, 0.816873
0.71, 3, 0.842151
0.72, 3, 0.862055
0.73, 3, 0.876393
0.74, 3, 0.885041
0.75, 3, 0.88793
0.76, 3, 0.885038
0.77, 3, 0.876386
0.78, 3, 0.862042
0.79, 3, 0.842128
0.8, 3, 0.816832
0.81, 3, 0.786424
0.82, 3, 0.751264
0.83, 3, 0.711814
0.84, 3, 0.66864
0.85, 3, 0.622405
0.86, 3, 0.573855
0.87, 3, 0.523792
0.88, 3, 0.473048
0.89, 3, 0.422442
0.9, 3, 0.372745
0.91, 3, 0.324637
0.92, 3, 0.278677
0.93, 3, 0.235265
0.94, 3, 0.194634
0.95, 3, 0.156828
0.96, 3, 0.121713
0.97, 3, 0.0889835
0.98, 3, 0.0581846
0.99, 3, 0.0287424
1, 3, 0
0, 4, 0
0.01, 4, 0.0339459
0.02, 4, 0.0682624
0.03, 4, 0.103295
0.04, 4, 0.139343
0.05, 4, 0.176636
0.06, 4, 0.215318
0.07, 4, 0.255437
0.08, 4, 0.296936
0.09, 4, 0.339654
0.1, 4, 0.383327
0.11, 4, 0.4276
0.12, 4, 0.472039
0.13, 4, 0.516148
0.14, 4, 0.559389
0.15, 4, 0.601199
0.16, 4, 0.641012
0.17, 4, 0.678276
0.18, 4, 0.712469
0.19, 4, 0.743112
0.2, 4, 0.769778
0.21, 4, 0.792101
0.22, 4, 0.80978
0.23, 4, 0.822579
0.24, 4, 0.830331
0.25, 4, 0.832938
0.26, 4, 0.830368
0.27, 4, 0.822659
0.28, 4, 0.809919
0.29, 4, 0.792324
0.3, 4, 0.770122
0.31, 4, 0.743634
0.32, 4, 0.713251
0.33, 4, 0.679431
0.34, 4, 0.6427
0.35, 4, 0.603638
0.36, 4, 0.562874
0.37, 4, 0.521074
0.38, 4, 0.478926
0.39, 4, 0.437126
0.4, 4, 0.396362
0.41, 4, 0.3573
0.42, 4, 0.320568
0.43, 4, 0.286748
0.44, 4, 0.256364
0.45, 4, 0.229875
0.46, 4, 0.207671
0.47, 4, 0.190073
0.48, 4, 0.177326
0.49, 4, 0.169609
0.5, 4, 0.167025
0.51, 4, 0.169609
0.52, 4, 0.177326
0.53, 4, 0.190073
0.54, 4, 0.207671
0.55, 4, 0.229875
0.56, 4, 0.256364
0.57, 4, 0.286748
0.58, 4, 0.320568
0.59, 4, 0.3573
0.6, 4, 0.396362
0.61, 4, 0.437126
0.62, 4, 0.478926
0.63, 4, 0.521074
0.64, 4, 0.562874
0.65, 4, 0.603638
0.66, 4, 0.6427
0.67, 4, 0.679431
0.68, 4, 0.713251
0.69, 4, 0.743634
0.7, 4, 0.770122
0.71, 4, 0.792324
0.72, 4, 0.809919
0.73, 4, 0.822659
0.74, 4, 0.830368
0.75, 4, 0.832938
0.76, 4, 0.830331
0.77, 4, 0.822579
0.78, 4, 0.80978
0.79, 4, 0.792101
0.8, 4, 0.769778
0.81, 4, 0.743112
0.82, 4, 0.712469
0.83, 4, 0.678276
0.84, 4, 0.641012
0.85, 4, 0.601199
0.86, 4, 0.559389
0.87, 4, 0.516148
0.88, 4, 0.472039
0.89, 4, 0.4276
0.9, 4, 0.383327
0.91, 4, 0.339654
0.92, 4, 0.296936
0.93, 4, 0.255437
0.94, 4, 0.215318
0.95, 4, 0.176636
0.96, 4, 0.139343
0.97, 4, 0.103295
0.98, 4, 0.0682624
0.99, 4, 0.0339459
1, 4, 0
0, 5, 0
0.01, 5, 0.0366212
0.02, 5, 0.0734233
0.03, 5, 0.110573
0.04, 5, 0.148209
0.05, 5, 0.18643
0.06, 5, 0.225285
0.07, 5, 0.264762
0.08, 5, 0.30479
0.09, 5, 0.345232
0.1, 5, 0.385887
0.11, 5, 0.426497
0.12, 5, 0.46675
0.13, 5, 0.506291
0.14, 5, 0.544731
0.15, 5, 0.581661
0.16, 5, 0.61666
0.17, 5, 0.649312
0.18, 5, 0.679211
0.19, 5, 0.705977
0.2, 5, 0.729263
0.21, 5, 0.748764
0.22, 5, 0.76422
0.23, 5, 0.775428
0.24, 5, 0.782243
0.25, 5, 0.784578
0.26, 5, 0.782411
0.27, 5, 0.775786
0.28, 5, 0.76481
0.29, 5, 0.749655
0.3, 5, 0.730556
0.31, 5, 0.707809
0.32, 5, 0.681768
0.33, 5, 0.652841
0.34, 5, 0.621481
0.35, 5, 0.588185
0.36, 5, 0.553481
0.37, 5, 0.517922
0.38, 5, 0.482076
0.39, 5, 0.446517
0.4, 5, 0.411812
0.41, 5, 0.378514
0.42, 5, 0.347152
0.43, 5, 0.31822
0.44, 5, 0.292173
0.45, 5, 0.269416
0.46, 5, 0.250302
0.47, 5, 0.235125
0.48, 5, 0.224116
0.49, 5, 0.217443
0.5, 5, 0.215208
0.51, 5, 0.217443
0.52, 5, 0.224116
0.53, 5, 0.235125
0.54, 5, 0.250302
0.55, 5, 0.269416
0.56, 5, 0.292173
0.57, 5, 0.31822
0.58, 5, 0.347152
0.59, 5, 0.378514
0.6, 5, 0.411812
0.61, 5, 0.446517
0.62, 5, 0.482076
0.63, 5, 0.517922
0.64, 5, 0.553481
0.65, 5, 0.588185
0.66, 5, 0.621481
0.67, 5, 0.652841
0.68, 5, 0.681768
0.69, 5, 0.707809
0.7, 5, 0.730556
0.71, 5, 0.749655
0.72, 5, 0.76481
0.73, 5, 0.775786
0.74, 5, 0.782411
0.75, 5, 0.784578
0.76, 5, 0.782243
0.77, 5, 0.775428
0.78, 5, 0.76422
0.79, 5, 0.748764
0.8, 5, 0.729263
0.81, 5, 0.705977
0.82, 5, 0.679211
0.83, 5, 0.649312
0.84, 5, 0.61666
0.85, 5, 0.581661
0.86, 5, 0.544731
0.87, 5, 0.506291
0.88, 5, 0.46675
0.89, 5, 0.426497
0.9, 5, 0.385887
0.91, 5, 0.345232
0.92, 5, 0.30479
0.93, 5, 0.264762
0.94, 5, 0.225285
0.95, 5, 0.18643
0.96, 5, 0.148209
0.97, 5, 0.110573
0.98, 5, 0.0734233
0.99, 5, 0.0366212
1, 5, 0
0, 6, 0
0.01, 6, 0.0378209
0.02, 6, 0.0757097
0.03, 6, 0.113726
0.04, 6, 0.151911
0.05, 6, 0.190282
0.06, 6, 0.228827
0.07, 6, 0.267494
0.08, 6, 0.306195
0.09, 6, 0.3448
0.1, 6, 0.383138
0.11, 6, 0.421
0.12, 6, 0.458143
0.13, 6, 0.494292
0.14, 6, 0.529151
0.15, 6, 0.562407
0.16, 6, 0.593741
0.17, 6, 0.622831
0.18, 6, 0.649365
0.19, 6, 0.673049
0.2, 6, 0.693611
0.21, 6, 0.710812
0.22, 6, 0.72445
0.23, 6, 0.734365
0.24, 6, 0.740446
0.25, 6, 0.742631
0.26, 6, 0.740913
0.27, 6, 0.735339
0.28, 6, 0.726012
0.29, 6, 0.713089
0.3, 6, 0.696781
0.31, 6, 0.677351
0.32, 6, 0.655108
0.33, 6, 0.630405
0.34, 6, 0.603635
0.35, 6, 0.575221
0.36, 6, 0.545613
0.37, 6, 0.515281
0.38, 6, 0.484706
0.39, 6, 0.454371
0.4, 6, 0.424759
0.41, 6, 0.396336
0.42, 6, 0.369553
0.43, 6, 0.344832
0.44, 6, 0.322562
0.45, 6, 0.303094
0.46, 6, 0.286732
0.47, 6, 0.273733
0.48, 6, 0.264301
0.49, 6, 0.258582
0.5, 6, 0.256666
0.51, 6, 0.258582
0.52, 6, 0.264301
0.53, 6, 0.273733
0.54, 6, 0.286732
0.55, 6, 0.303094
0.56, 6, 0.322562
0.57, 6, 0.344832
0.58, 6, 0.369553
0.59, 6, 0.396336
0.6, 6, 0.424759
0.61, 6, 0.454371
0.62, 6, 0.484706
0.63, 6, 0.515281
0.64, 6, 0.545613
0.65, 6, 0.575221
0.66, 6, 0.603635
0.67, 6, 0.630405
0.68, 6, 0.655108
0.69, 6, 0.677351
0.7, 6, 0.696781
0.71, 6, 0.713089
0.72, 6, 0.726012
0.73, 6, 0.735339
0.74, 6, 0.740913
0.75, 6, 0.742631
0.76, 6, 0.740446
0.77, 6, 0.734365
0.78, 6, 0.72445
0.79, 6, 0.710812
0.8, 6, 0.693611
0.81, 6, 0.673049
0.82, 6, 0.649365
0.83, 6, 0.622831
0.84, 6, 0.593741
0.85, 6, 0.562407
0.86, 6, 0.529151
0.87, 6, 0.494292
0.88, 6, 0.458143
0.89, 6, 0.421
0.9, 6, 0.383138
0.91, 6, 0.3448
0.92, 6, 0.306195
0.93, 6, 0.267494
0.94, 6, 0.228827
0.95, 6, 0.190282
0.96, 6, 0.151911
0.97, 6, 0.113726
0.98, 6, 0.0757097
0.99, 6, 0.0378209
1, 6, 0
0, 7, 0
0.01, 7, 0.038123
0.02, 7, 0.0762436
0.03, 7, 0.114354
0.04, 7, 0.152436
0.05, 7, 0.190454
0.06, 7, 0.228356
0.07, 7, 0.266062
0.08, 7, 0.303473
0.09, 7, 0.340458
0.1, 7, 0.376864
0.11, 7, 0.412511
0.12, 7, 0.447197
0.13, 7, 0.4807
0.14, 7, 0.512784
0.15, 7, 0.543203
0.16, 7, 0.571708
0.17, 7, 0.598047
0.18, 7, 0.621981
0.19, 7, 0.643282
0.2, 7, 0.661741
0.21, 7, 0.677177
0.22, 7, 0.689436
0.23, 7, 0.698401
0.24, 7, 0.703994
0.25, 7, 0.706177
0.26, 7, 0.704957
0.27, 7, 0.700388
0.28, 7, 0.692568
0.29, 7, 0.68164
0.3, 7, 0.667794
0.31, 7, 0.65126
0.32, 7, 0.632309
0.33, 7, 0.611247
0.34, 7, 0.588413
0.35, 7, 0.56417
0.36, 7, 0.538905
0.37, 7, 0.513019
0.38, 7, 0.486922
0.39, 7, 0.461029
0.4, 7, 0.435748
0.41, 7, 0.41148
0.42, 7, 0.388608
0.43, 7, 0.367492
0.44, 7, 0.348467
0.45, 7, 0.331832
0.46, 7, 0.31785
0.47, 7, 0.306739
0.48, 7, 0.298676
0.49, 7, 0.293787
0.5, 7, 0.292149
0.51, 7, 0.293787
0.52, 7, 0.298676
0.53, 7, 0.306739
0.54, 7, 0.31785
0.55, 7, 0.331832
0.56, 7, 0.348467
0.57, 7, 0.367492
0.58, 7, 0.388608
0.59, 7, 0.41148
0.6, 7, 0.435748
0.61, 7, 0.461029
0.62, 7, 0.486922
0.63, 7, 0.513019
0.64, 7, 0.538905
0.65, 7, 0.56417
0.66, 7, 0.588413
0.67, 7, 0.611247
0.68, 7, 0.632309
0.69, 7, 0.65126
0.7, 7, 0.667794
0.71, 7, 0.68164
0.72, 7, 0.692568
0.73, 7, 0.700388
0.74, 7, 0.704957
0.75, 7, 0.706177
0.76, 7, 0.703994
0.77, 7, 0.698401
0.78, 7, 0.689436
0.79, 7, 0.677177
0.8, 7, 0.661741
0.81, 7, 0.643282
0.82, 7, 0.621981
0.83, 7, 0.598047
0.84, 7, 0.571708
0.85, 7, 0.543203
0.86, 7, 0.512784
0.87, 7, 0.4807
0.88, 7, 0.447197
0.89, 7, 0.412511
0.9, 7, 0.376864
0.91, 7, 0.340458
0.92, 7, 0.303473
0.93, 7, 0.266062
0.94, 7, 0.228356
0.95, 7, 0.190454
0.96, 7, 0.152436
0.97, 7, 0.114354
0.98, 7, 0.0762436
0.99, 7, 0.038123
1, 7, 0
0, 8, 0
0.01, 8, 0.0378603
0.02, 8, 0.0756735
0.03, 8, 0.113389
0.04, 8, 0.15095
0.05, 8, 0.188288
0.06, 8, 0.225324
0.07, 8, 0.261962
0.08, 8, 0.298092
0.09, 8, 0.333587
0.1, 8, 0.368302
0.11, 8, 0.402078
0.12, 8, 0.43474
0.13, 8, 0.466104
0.14, 8, 0.495976
0.15, 8, 0.524157
0.16, 8, 0.550448
0.17, 8, 0.574652
0.18, 8, 0.59658
0.19, 8, 0.616058
0.2, 8, 0.632926
0.21, 8, 0.647048
0.22, 8, 0.658311
0.23, 8, 0.666633
0.24, 8, 0.671962
0.25, 8, 0.674283
0.26, 8, 0.673614
0.27, 8, 0.670015
0.28, 8, 0.663579
0.29, 8, 0.654441
0.3, 8, 0.64277
0.31, 8, 0.628771
0.32, 8, 0.612681
0.33, 8, 0.594768
0.34, 8, 0.575325
0.35, 8, 0.554666
0.36, 8, 0.533124
0.37, 8, 0.511043
0.38, 8, 0.488777
0.39, 8, 0.466679
0.4, 8, 0.445099
0.41, 8, 0.424381
0.42, 8, 0.404853
0.43, 8, 0.386822
0.44, 8, 0.370575
0.45, 8, 0.356368
0.46, 8, 0.344425
0.47, 8, 0.334935
0.48, 8, 0.328047
0.49, 8, 0.32387
0.5, 8, 0.322471
0.51, 8, 0.32387
0.52, 8, 0.328047
0.53, 8, 0.334935
0.54, 8, 0.344425
0.55, 8, 0.356368
0.56, 8, 0.370575
0.57, 8, 0.386822
0.58, 8, 0.404853
0.59, 8, 0.424381
0.6, 8, 0.445099
0.61, 8, 0.466679
0.62, 8, 0.488777
0.63, 8, 0.511043
0.64, 8, 0.533124
0.65, 8, 0.554666
0.66, 8, 0.575325
0.67, 8, 0.594768
0.68, 8, 0.612681
0.69, 8, 0.628771
0.7, 8, 0.64277
0.71, 8, 0.654441
0.72, 8, 0.663579
0.73, 8, 0.670015
0.74, 8, 0.673614
0.75, 8, 0.674283
0.76, 8, 0.671962
0.77, 8, 0.666633
0.78, 8, 0.658311
0.79, 8, 0.647048
0.8, 8, 0.632926
0.81, 8, 0.616058
0.82, 8, 0.59658
0.83, 8, 0.574652
0.84, 8, 0.550448
0.85, 8, 0.524157
0.86, 8, 0.495976
0.87, 8, 0.466104
0.88, 8, 0.43474
0.89, 8, 0.402078
0.9, 8, 0.368302
0.91, 8, 0.333587
0.92, 8, 0.298092
0.93, 8, 0.261962
0.94, 8, 0.225324
0.95, 8, 0.188288
0.96, 8, 0.15095
0.97, 8, 0.113389
0.98, 8, 0.0756735
0.99, 8, 0.0378603
1, 8, 0
0, 9, 0
0.01, 9, 0.0372373
0.02, 9, 0.0743992
0.03, 9, 0.111408
0.04, 9, 0.148181
0.05, 9, 0.184631
0.06, 9, 0.220661
0.07, 9, 0.256165
0.08, 9, 0.291029
0.09, 9, 0.325125
0.1, 9, 0.35832
0.11, 9, 0.390468
0.12, 9, 0.421415
0.13, 9, 0.451004
0.14, 9, 0.479071
0.15, 9, 0.505453
0.16, 9, 0.529987
0.17, 9, 0.552517
0.18, 9, 0.572894
0.19, 9, 0.590983
0.2, 9, 0.606662
0.21, 9, 0.619829
0.22, 9, 0.630404
0.23, 9, 0.638331
0.24, 9, 0.643581
0.25, 9, 0.646155
0.26, 9, 0.646082
0.27, 9, 0.643423
0.28, 9, 0.638272
0.29, 9, 0.630752
0.3, 9, 0.621017
0.31, 9, 0.609251
0.32, 9, 0.595663
0.33, 9, 0.580488
0.34, 9, 0.563981
0.35, 9, 0.546416
0.36, 9, 0.52808
0.37, 9, 0.509271
0.38, 9, 0.490293
0.39, 9, 0.471449
0.4, 9, 0.453042
0.41, 9, 0.435365
0.42, 9, 0.418699
0.43, 9, 0.403309
0.44, 9, 0.38944
0.45, 9, 0.377311
0.46, 9, 0.367114
0.47, 9, 0.359011
0.48, 9, 0.35313
0.49, 9, 0.349563
0.5, 9, 0.348368
0.51, 9, 0.349563
0.52, 9, 0.35313
0.53, 9, 0.359011
0.54, 9, 0.367114
0.55, 9, 0.377311
0.56, 9, 0.38944
0.57, 9, 0.403309
0.58, 9, 0.418699
0.59, 9, 0.435365
0.6, 9, 0.453042
0.61, 9, 0.471449
0.62, 9, 0.490293
0.63, 9, 0.509271
0.64, 9, 0.52808
0.65, 9, 0.546416
0.66, 9, 0.563981
0.67, 9, 0.580488
0.68, 9, 0.595663
0.69, 9, 0.609251
0.7, 9, 0.621017
0.71, 9, 0.630752
0.72, 9, 0.638272
0.73, 9, 0.643423
0.74, 9, 0.646082
0.75, 9, 0.646155
0.76, 9, 0.643581
0.77, 9, 0.638331
0.78, 9, 0.630404
0.79, 9, 0.619829
0.8, 9, 0.606662
0.81, 9, 0.590983
0.82, 9, 0.572894
0.83, 9, 0.552517
0.84, 9, 0.529987
0.85, 9, 0.505453
0.86, 9, 0.479071
0.87, 9, 0.451004
0.88, 9, 0.421415
0.89, 9, 0.390468
0.9, 9, 0.35832
0.91, 9, 0.325125
0.92, 9, 0.291029
0.93, 9, 0.256165
0.94, 9, 0.220661
0.95, 9, 0.184631
0.96, 9, 0.148181
0.97, 9, 0.111408
0.98, 9, 0.0743992
0.99, 9, 0.0372373
1, 9, 0
0, 10, 0
0.01, 10, 0.0363868
0.02, 10, 0.0726804
0.03, 10, 0.108786
0.04, 10, 0.144607
0.05, 10, 0.180042
0.06, 10, 0.214985
0.07, 10, 0.249325
0.08, 10, 0.282946
0.09, 10, 0.315724
0.1, 10, 0.347531
0.11, 10, 0.378234
0.12, 10, 0.407698
0.13, 10, 0.435782
0.14, 10, 0.462348
0.15, 10, 0.487258
0.16, 10, 0.51038
0.17, 10, 0.531585
0.18, 10, 0.550755
0.19, 10, 0.567786
0.2, 10, 0.582583
0.21, 10, 0.595073
0.22, 10, 0.605198
0.23, 10, 0.612923
0.24, 10, 0.618237
0.25, 10, 0.621152
0.26, 10, 0.621705
0.27, 10, 0.619959
0.28, 10, 0.616005
0.29, 10, 0.609958
0.3, 10, 0.60196
0.31, 10, 0.592174
0.32, 10, 0.580787
0.33, 10, 0.568006
0.34, 10, 0.554056
0.35, 10, 0.539174
0.36, 10, 0.523612
0.37, 10, 0.507626
0.38, 10, 0.49148
0.39, 10, 0.475437
0.4, 10, 0.459756
0.41, 10, 0.44469
0.42, 10, 0.43048
0.43, 10, 0.417356
0.44, 10, 0.405525
0.45, 10, 0.395176
0.46, 10, 0.386476
0.47, 10, 0.379561
0.48, 10, 0.374541
0.49, 10, 0.371498
0.5, 10, 0.370478
0.51, 10, 0.371498
0.52, 10, 0.374541
0.53, 10, 0.379561
0.54, 10, 0.386476
0.55, 10, 0.395176
0.56, 10, 0.405525
0.57, 10, 0.417356
0.58, 10, 0.43048
0.59, 10, 0.44469
0.6, 10, 0.459756
0.61, 10, 0.475437
0.62, 10, 0.49148
0.63, 10, 0.507626
0.64, 10, 0.523612
0.65, 10, 0.539174
0.66, 10, 0.554056
0.67, 10, 0.568006
0.68, 10, 0.580787
0.69, 10, 0.592174
0.7, 10, 0.60196
0.71, 10, 0.609958
0.72, 10, 0.616005
0.73, 10, 0.619959
0.74, 10, 0.621705
0.75, 10, 0.621152
0.76, 10, 0.618237
0.77, 10, 0.612923
0.78, 10, 0.605198
0.79, 10, 0.595073
0.8, 10, 0.582583
0.81, 10, 0.567786
0.82, 10, 0.550755
0.83, 10, 0.531585
0.84, 10, 0.51038
0.85, 10, 0.487258
0.86, 10, 0.462348
0.87, 10, 0.435782
0.88, 10, 0.407698
